Student_ID,Department,Gender_Grade,Ethnicity_Grade,Grade,Marks,Pass_Status,Gender_Demo,Age,Ethnicity_Demo,Parent_Education,Course,Department_Exec,Attendance_Percent,Marks_Exec,Semester,Top_Performer,Student Name,Department_Perf500,Semester_Perf500,Attendance %,Internal Marks,External Marks,Total Marks,Grade_Perf500,Gender,Ethnicity,Parental Education,Test Preparation,Math Score,Reading Score,Writing Score,student_id,age,gender,course,year,parent_education,internet_access,hostel_resident,class_type,weather,Marks Range,Score Distribution
98,CSE,Male,Group A,A,100,Pass,Male,22,Group C,High School,MECH,CIVIL,84,64,1,No,Student_98,ECE,8,87,37,51,88,A,Female,Group A,High School,Completed,62.76,50.53,68.45,200.99,22,other,b.sc,1st year,graduate,yes,yes,online,sunny,,
99,CSE,Female,Group D,B,74,Pass,Female,23,Group A,PhD,EEE,MECH,71,87,7,No,Student_99,CSE,7,97,24,43,67,C,Male,Group D,Some High School,Completed,48.52,58.88,48.11,200.99,22,male,pharmacy,3rd year,no formal,yes,yes,online,rainy,,
100,MECH,Female,Group C,C,68,Pass,Female,19,Group B,Bachelor,CSE,ECE,79,84,4,No,Student_100,EEE,3,97,20,37,57,C,Female,Group E,Some College,Completed,92.38,65.83,85.21,200.99,18,other,bca,4th year,post graduate,yes,no,online,sunny,,
101,CIVIL,Male,Group D,A,87,Pass,Female,20,Group C,Master,CIVIL,ECE,83,55,7,No,Student_101,MECH,4,67,29,38,67,C,Male,Group A,Master's Degree,Completed,71.31,31.4,71.96,200.99,23,female,b.sc,4th year,phd,yes,yes,online,hot,,
102,MECH,Male,Group C,D,40,Fail,Male,22,Group A,High School,MECH,ECE,76,94,7,No,Student_102,EEE,6,87,26,56,82,B,Female,Group A,High School,Completed,86.65,52.76,45.15,200.99,18,male,b.com,3rd year,high school,yes,no,offline,sunny,,
103,MECH,Male,Group B,B,71,Pass,Male,21,Group A,Associate,CIVIL,CSE,98,43,4,No,Student_103,EEE,7,88,20,43,63,C,Female,Group D,Some High School,Completed,85.52,85.09,42.41,200.99,23,female,pharmacy,4th year,no formal,yes,no,online,sunny,,
104,MECH,Female,Group A,D,46,Fail,Female,20,Group E,Associate,ECE,CIVIL,91,45,5,No,Student_104,ECE,6,98,20,41,61,C,Male,Group B,High School,Completed,90.93,41.34,66.95,200.99,17,male,bca,4th year,high school,yes,yes,online,sunny,,
105,EEE,Female,Group A,A,100,Pass,Male,18,Group E,PhD,ECE,CIVIL,97,69,4,No,Student_105,CSE,5,99,26,47,73,B,Male,Group C,Associate's Degree,Completed,62.6,60.36,68.89,200.99,23,male,b.com,1st year,post graduate,yes,no,offline,cold,,
106,CSE,Female,Group E,A,91,Pass,Male,24,Group A,PhD,ECE,CIVIL,96,72,8,No,Student_106,CSE,1,81,30,45,75,B,Male,Group B,Bachelor's Degree,Completed,38.77,33.76,82.76,200.99,23,other,nursing,3rd year,graduate,yes,yes,offline,sunny,,
107,ECE,Female,Group A,B,82,Pass,Female,22,Group A,Associate,EEE,MECH,98,57,5,No,Student_107,MECH,8,84,23,44,67,C,Female,Group B,Some High School,Completed,79.3,52.37,35.69,200.99,23,other,diploma,3rd year,post graduate,no,yes,offline,sunny,,
108,MECH,Female,Group E,A,88,Pass,Male,21,Group D,Bachelor,ECE,ECE,83,45,7,No,Student_108,CSE,5,75,33,41,74,B,Male,Group B,High School,Completed,47.01,83.2,58.12,200.99,22,female,b.tech,4th year,phd,yes,yes,online,cloudy,,
109,CSE,Female,Group E,D,40,Fail,Female,23,Group E,Associate,MECH,ECE,65,76,3,No,Student_109,ECE,1,67,29,50,79,B,Female,Group D,Bachelor's Degree,Completed,52.99,86.62,80.3,200.99,20,other,b.com,3rd year,phd,no,yes,offline,rainy,,
110,ECE,Female,Group B,B,74,Pass,Female,21,Group D,Bachelor,ECE,MECH,97,83,5,No,Student_110,MECH,3,68,32,40,72,B,Female,Group D,Some High School,Completed,81.21,35.27,86.15,200.99,22,other,nursing,3rd year,graduate,no,no,offline,sunny,,
111,ECE,Female,Group C,D,52,Pass,Female,17,Group B,PhD,EEE,MECH,77,43,1,No,Student_111,CIVIL,2,86,29,36,65,C,Male,Group A,Some College,Completed,93.91,72.67,84.04,200.99,19,female,ba,3rd year,post graduate,yes,no,offline,hot,,
112,ECE,Female,Group B,D,54,Pass,Male,18,Group D,Associate,ECE,MECH,88,47,6,No,Student_112,EEE,5,100,25,39,64,C,Female,Group C,Associate's Degree,Completed,54.78,49.09,61.86,200.99,23,male,b.tech,2nd year,graduate,yes,no,online,cold,,
113,CSE,Male,Group B,C,60,Pass,Male,18,Group B,PhD,EEE,CIVIL,83,71,8,No,Student_113,ECE,6,93,24,58,82,B,Male,Group C,Associate's Degree,Completed,35.14,44.75,51.83,200.99,21,female,bca,2nd year,no formal,yes,no,offline,cold,,
114,ECE,Male,Group E,C,55,Pass,Female,23,Group A,Master,CSE,ECE,76,45,8,No,Student_114,MECH,7,97,25,60,85,A,Female,Group C,Associate's Degree,Completed,62.01,31.05,60.17,200.99,20,male,pharmacy,4th year,graduate,no,yes,offline,hot,,
115,CIVIL,Female,Group D,A,91,Pass,Female,24,Group B,Associate,CIVIL,EEE,66,93,3,No,Student_115,MECH,3,86,36,42,78,B,Female,Group C,High School,Completed,84.14,35.69,86.08,200.99,21,other,bca,4th year,phd,yes,no,online,cold,,
116,EEE,Male,Group A,C,63,Pass,Female,24,Group B,Master,CSE,CIVIL,92,85,5,No,Student_116,ECE,5,79,28,48,76,B,Female,Group B,High School,Completed,53.96,35.09,37.2,200.99,21,female,pharmacy,3rd year,graduate,no,yes,offline,rainy,,
117,MECH,Male,Group B,A,93,Pass,Female,19,Group D,PhD,EEE,CIVIL,88,51,3,No,Student_117,EEE,4,73,39,43,82,B,Female,Group E,Bachelor's Degree,Completed,38.8,37.67,32.34,200.99,17,other,b.sc,2nd year,graduate,yes,no,offline,cloudy,,
118,EEE,Male,Group C,A,85,Pass,Male,24,Group D,Bachelor,EEE,EEE,77,53,1,No,Student_118,EEE,3,69,39,54,93,A,Male,Group A,Some High School,Completed,51.71,78.44,70.73,200.99,18,other,diploma,1st year,post graduate,yes,yes,online,sunny,,
119,CIVIL,Female,Group D,A,86,Pass,Female,24,Group B,Master,ECE,MECH,85,49,2,No,Student_119,CSE,4,86,28,54,82,B,Male,Group A,Associate's Degree,Completed,66.21,31.01,36.93,200.99,18,female,bca,2nd year,phd,no,yes,offline,cold,,
120,MECH,Male,Group C,B,79,Pass,Male,21,Group A,Associate,CIVIL,CIVIL,78,41,4,No,Student_120,EEE,3,67,35,36,71,B,Female,Group D,Master's Degree,Completed,61.96,53.33,48.06,200.99,17,other,pharmacy,2nd year,no formal,yes,yes,offline,cold,,
121,EEE,Male,Group A,A,91,Pass,Male,22,Group D,Associate,CSE,MECH,81,56,8,No,Student_121,MECH,4,66,32,51,83,B,Male,Group D,Some College,Completed,67.27,66.05,62.55,200.99,20,other,bba,4th year,no formal,yes,yes,online,hot,,
122,EEE,Male,Group B,C,57,Pass,Female,18,Group D,High School,CSE,CIVIL,70,49,4,No,Student_122,CIVIL,4,68,26,53,79,B,Male,Group A,Some College,Completed,46.03,77.33,63.81,200.99,22,other,nursing,3rd year,graduate,yes,yes,offline,rainy,,
123,CSE,Female,Group D,A,100,Pass,Female,21,Group D,PhD,MECH,ECE,100,51,4,No,Student_123,CIVIL,2,97,21,51,72,B,Male,Group D,Bachelor's Degree,Completed,95.45,46.46,56.84,200.99,22,male,b.sc,2nd year,no formal,yes,yes,online,sunny,,
124,MECH,Male,Group C,A,94,Pass,Male,19,Group A,PhD,ECE,MECH,93,65,4,No,Student_124,CSE,4,90,24,50,74,B,Female,Group C,Associate's Degree,Completed,60.13,76.38,63.17,200.99,20,female,b.tech,4th year,phd,no,yes,offline,rainy,,
125,CSE,Male,Group D,C,58,Pass,Male,22,Group A,Bachelor,CIVIL,MECH,86,57,1,No,Student_125,CIVIL,3,71,24,44,68,C,Female,Group E,Some College,Completed,68.48,70.76,77.51,200.99,23,other,diploma,2nd year,post graduate,yes,yes,offline,rainy,,
126,MECH,Male,Group A,A,95,Pass,Male,20,Group E,Bachelor,CSE,EEE,92,51,5,No,Student_126,CIVIL,8,66,30,37,67,C,Female,Group C,Associate's Degree,Completed,52.82,36.19,60.53,200.99,21,other,b.tech,4th year,post graduate,yes,yes,offline,hot,,
127,CIVIL,Female,Group B,C,69,Pass,Female,17,Group D,Associate,EEE,ECE,71,47,3,No,Student_127,CIVIL,1,85,32,40,72,B,Female,Group D,Some College,Completed,52.29,75.45,73.97,200.99,17,female,nursing,3rd year,graduate,no,yes,offline,cold,,
128,CIVIL,Female,Group B,D,45,Fail,Female,21,Group B,PhD,EEE,MECH,95,46,3,No,Student_128,EEE,5,94,39,44,83,B,Male,Group E,Some College,Completed,80.89,31.76,56.57,200.99,23,male,b.tech,2nd year,graduate,yes,yes,offline,rainy,,
129,MECH,Male,Group D,C,64,Pass,Male,21,Group D,High School,EEE,CSE,99,40,5,No,Student_129,MECH,8,81,26,55,81,B,Male,Group C,Some College,Completed,93.12,78.82,64.07,200.99,21,male,diploma,4th year,no formal,no,no,online,hot,,
130,ECE,Male,Group B,C,69,Pass,Female,18,Group C,Master,CIVIL,MECH,88,69,3,No,Student_130,MECH,5,79,33,41,74,B,Female,Group C,Some College,Completed,77.12,60.58,63.27,200.99,22,female,bba,3rd year,post graduate,no,yes,offline,rainy,,
131,CIVIL,Female,Group B,A,92,Pass,Male,17,Group D,Associate,CIVIL,CSE,88,44,7,No,Student_131,MECH,4,68,36,54,90,A,Male,Group A,Some High School,Completed,76.88,56.44,49.07,200.99,21,female,bca,4th year,graduate,yes,yes,offline,cold,,
132,CIVIL,Female,Group A,B,77,Pass,Male,19,Group C,Master,CSE,ECE,72,100,6,Yes,Student_132,CSE,6,92,32,37,69,C,Female,Group D,Bachelor's Degree,Completed,70.92,87.79,51.7,200.99,21,other,bca,1st year,high school,yes,no,offline,rainy,,
133,MECH,Female,Group B,C,65,Pass,Male,25,Group D,Master,ECE,MECH,84,50,4,No,Student_133,CIVIL,5,90,21,52,73,B,Male,Group E,Some College,Completed,83.83,75.6,56.38,200.99,17,male,ba,2nd year,graduate,yes,yes,offline,sunny,,
134,CSE,Male,Group A,B,84,Pass,Male,17,Group A,High School,EEE,MECH,73,55,6,No,Student_134,CIVIL,6,89,23,57,80,B,Male,Group D,Some College,Completed,76.93,78.42,45.15,200.99,21,female,bba,2nd year,graduate,yes,yes,offline,cold,,
135,CSE,Male,Group B,B,70,Pass,Female,19,Group A,PhD,CSE,ECE,68,52,2,No,Student_135,MECH,1,87,36,60,96,A,Female,Group E,Bachelor's Degree,Completed,72.93,41.59,87.06,200.99,23,male,bba,3rd year,phd,yes,yes,online,cold,,
136,CIVIL,Male,Group E,D,43,Fail,Female,20,Group E,Associate,CIVIL,CIVIL,92,64,5,No,Student_136,ECE,1,87,27,42,69,C,Female,Group A,Master's Degree,Completed,39.33,55.89,66.22,200.99,19,other,diploma,4th year,no formal,yes,yes,offline,cloudy,,
137,CIVIL,Male,Group E,B,82,Pass,Male,19,Group A,PhD,CIVIL,ECE,73,64,8,No,Student_137,ECE,2,84,30,46,76,B,Male,Group E,Master's Degree,Completed,50.19,73.03,67.08,200.99,21,male,diploma,1st year,no formal,yes,yes,offline,sunny,,
138,ECE,Male,Group D,C,64,Pass,Male,25,Group D,Master,MECH,MECH,60,93,5,No,Student_138,CSE,3,81,30,35,65,C,Male,Group A,Some High School,Completed,89.82,36.26,61.08,200.99,17,male,bba,1st year,no formal,yes,no,offline,sunny,,
139,CIVIL,Male,Group D,B,71,Pass,Female,22,Group B,High School,EEE,ECE,92,85,6,No,Student_139,CIVIL,6,90,28,37,65,C,Male,Group E,Associate's Degree,Completed,78.16,54.88,51.36,200.99,19,male,ba,3rd year,post graduate,yes,yes,offline,cold,,
140,CIVIL,Female,Group C,C,69,Pass,Female,17,Group A,Associate,EEE,ECE,84,100,7,Yes,Student_140,ECE,6,93,39,51,90,A,Male,Group D,High School,Completed,79.17,57.48,44.92,200.99,20,male,b.tech,2nd year,no formal,yes,yes,offline,cold,,
141,CSE,Male,Group C,C,58,Pass,Female,24,Group E,Bachelor,MECH,MECH,100,91,6,No,Student_141,CIVIL,6,78,35,57,92,A,Female,Group A,Some College,Completed,51.74,68.01,79.3,200.99,24,female,nursing,3rd year,post graduate,yes,no,offline,cold,,
142,CIVIL,Female,Group D,D,54,Pass,Male,23,Group A,High School,MECH,CIVIL,97,42,7,No,Student_142,EEE,2,95,31,35,66,C,Male,Group E,Some College,Completed,56.54,35.13,50.66,200.99,18,female,b.com,1st year,post graduate,yes,yes,online,hot,,
143,ECE,Male,Group C,A,98,Pass,Female,17,Group C,Associate,EEE,MECH,94,44,7,No,Student_143,CSE,8,76,21,41,62,C,Male,Group A,Associate's Degree,Completed,70.19,89.58,61.86,200.99,19,female,ba,3rd year,post graduate,yes,no,online,sunny,,
144,ECE,Male,Group C,D,42,Fail,Female,20,Group C,Bachelor,MECH,EEE,61,49,5,No,Student_144,CIVIL,1,68,35,47,82,B,Male,Group B,Some High School,Completed,74.72,39.84,71.59,200.99,20,other,pharmacy,1st year,graduate,no,yes,offline,cloudy,,
145,CSE,Male,Group B,B,82,Pass,Female,19,Group B,PhD,CSE,EEE,76,40,4,No,Student_145,CSE,7,71,29,40,69,C,Female,Group E,Some College,Completed,57.97,50.62,83.6,200.99,24,female,nursing,4th year,graduate,yes,no,offline,cloudy,,
146,EEE,Male,Group E,B,83,Pass,Male,24,Group C,PhD,ECE,CIVIL,79,48,1,No,Student_146,CIVIL,2,66,38,44,82,B,Female,Group D,Bachelor's Degree,Completed,54.72,83.37,76.49,200.99,23,male,ba,1st year,phd,no,no,offline,sunny,,
147,CSE,Female,Group E,B,73,Pass,Female,21,Group A,PhD,CIVIL,ECE,93,42,4,No,Student_147,EEE,5,76,36,48,84,B,Male,Group B,Some College,Completed,81.15,73.04,33.55,200.99,17,female,bba,1st year,phd,yes,no,online,hot,,
148,CSE,Male,Group E,C,55,Pass,Female,22,Group B,PhD,ECE,MECH,60,97,6,Yes,Student_148,EEE,3,82,33,48,81,B,Female,Group D,High School,Completed,74.62,34.25,80.08,200.99,18,other,b.com,1st year,no formal,no,yes,offline,cold,,
149,MECH,Female,Group C,A,97,Pass,Female,24,Group E,Master,CIVIL,CSE,88,83,2,No,Student_149,CIVIL,1,72,22,36,58,C,Female,Group C,Bachelor's Degree,Completed,71.64,30.59,62.36,200.99,23,female,bca,1st year,high school,yes,yes,offline,rainy,,
150,CSE,Female,Group B,A,92,Pass,Female,22,Group E,High School,CIVIL,EEE,63,76,8,No,Student_150,EEE,5,75,35,40,75,B,Female,Group C,Associate's Degree,Completed,85.54,61.14,38.37,200.99,17,male,b.sc,2nd year,high school,yes,yes,offline,cold,,
151,EEE,Female,Group C,B,71,Pass,Male,20,Group A,PhD,CIVIL,ECE,79,59,8,No,Student_151,ECE,4,97,20,43,63,C,Female,Group E,Associate's Degree,Completed,85.72,66.03,65.92,200.99,23,other,pharmacy,3rd year,graduate,yes,no,offline,sunny,,
152,CSE,Female,Group B,B,79,Pass,Female,19,Group D,High School,CSE,MECH,77,77,3,No,Student_152,MECH,3,83,35,44,79,B,Male,Group A,Some College,Completed,62.05,34.42,53.35,200.99,19,other,pharmacy,4th year,post graduate,yes,yes,offline,hot,,
153,CIVIL,Male,Group E,A,98,Pass,Male,23,Group E,Master,EEE,CIVIL,60,82,3,No,Student_153,ECE,1,82,35,54,89,A,Male,Group E,Some College,Completed,89.74,42.91,60.29,200.99,24,male,b.com,4th year,high school,no,yes,offline,cloudy,,
154,CSE,Female,Group B,C,55,Pass,Male,18,Group A,Master,ECE,EEE,78,79,7,No,Student_154,ECE,8,81,38,42,80,B,Male,Group A,Associate's Degree,Completed,39.8,43.98,79.41,200.99,19,female,b.com,1st year,no formal,yes,yes,offline,cloudy,,
155,ECE,Female,Group A,A,88,Pass,Female,20,Group E,Master,EEE,EEE,99,95,7,Yes,Student_155,EEE,2,65,20,51,71,B,Male,Group A,Bachelor's Degree,Completed,92.56,61.26,68.43,200.99,20,female,bba,2nd year,high school,yes,yes,offline,cloudy,,
156,EEE,Female,Group D,D,46,Fail,Female,25,Group A,PhD,MECH,EEE,60,81,4,No,Student_156,CSE,4,89,39,50,89,A,Male,Group B,Associate's Degree,Completed,84.18,60.34,73.77,200.99,22,male,bca,4th year,graduate,yes,no,offline,rainy,,
157,MECH,Female,Group B,B,81,Pass,Male,25,Group A,Master,EEE,ECE,81,42,3,No,Student_157,ECE,8,77,28,58,86,A,Female,Group A,Associate's Degree,Completed,70.39,73.27,54.16,200.99,18,male,bca,1st year,post graduate,yes,yes,online,cloudy,,
158,EEE,Male,Group B,B,77,Pass,Female,25,Group B,PhD,MECH,CSE,78,48,3,No,Student_158,CIVIL,8,87,39,42,81,B,Male,Group D,Bachelor's Degree,Completed,88.76,68.44,83,200.99,21,other,b.tech,3rd year,no formal,no,no,offline,cloudy,,
159,EEE,Male,Group A,A,99,Pass,Female,22,Group C,Associate,EEE,MECH,65,98,2,Yes,Student_159,CIVIL,7,67,30,60,90,A,Male,Group D,High School,Completed,65.49,58.93,53.57,200.99,21,female,diploma,2nd year,post graduate,yes,yes,online,rainy,,
160,ECE,Male,Group D,A,95,Pass,Female,22,Group A,Master,MECH,CIVIL,78,75,5,No,Student_160,CIVIL,5,89,29,57,86,A,Female,Group B,Some High School,Completed,82.44,31.08,61.33,200.99,23,other,b.tech,1st year,no formal,yes,no,offline,cold,,
161,EEE,Female,Group D,B,74,Pass,Male,22,Group B,Master,MECH,ECE,71,71,4,No,Student_161,MECH,4,85,20,40,60,C,Female,Group D,Some College,Completed,50.92,86.29,35.72,200.99,24,female,ba,1st year,high school,yes,yes,offline,sunny,,
162,MECH,Male,Group D,B,71,Pass,Female,24,Group B,Associate,ECE,CIVIL,82,71,8,No,Student_162,MECH,4,88,20,43,63,C,Male,Group B,Associate's Degree,Completed,36.39,83.68,75.11,200.99,22,female,diploma,2nd year,graduate,no,yes,offline,cloudy,,
163,ECE,Female,Group B,A,96,Pass,Female,23,Group B,PhD,CSE,MECH,89,45,4,No,Student_163,MECH,1,85,23,39,62,C,Female,Group E,Master's Degree,Completed,83.43,74.06,45.52,200.99,20,other,nursing,1st year,no formal,yes,no,online,hot,,
164,ECE,Female,Group B,D,47,Fail,Male,21,Group A,High School,MECH,ECE,90,54,8,No,Student_164,EEE,2,89,24,58,82,B,Female,Group A,Some High School,Completed,74.36,30.09,45.56,200.99,20,male,bca,1st year,graduate,yes,yes,online,cold,,
165,CSE,Female,Group C,C,59,Pass,Female,17,Group B,PhD,EEE,ECE,95,100,8,Yes,Student_165,EEE,3,95,40,40,80,B,Male,Group E,Associate's Degree,Completed,67.66,86.2,77.63,200.99,20,female,b.sc,3rd year,no formal,yes,yes,offline,rainy,,
166,EEE,Female,Group B,A,86,Pass,Male,18,Group C,PhD,EEE,CIVIL,72,85,2,No,Student_166,CSE,4,69,33,40,73,B,Female,Group A,Some College,Completed,80.06,75.56,50.34,200.99,23,male,diploma,4th year,high school,yes,no,online,cloudy,,
167,ECE,Female,Group D,C,56,Pass,Female,20,Group E,Master,CIVIL,CIVIL,89,42,2,No,Student_167,CIVIL,7,91,22,37,59,C,Male,Group B,Some High School,Completed,46.2,67.73,69.84,200.99,19,male,b.tech,3rd year,graduate,yes,yes,offline,sunny,,
168,EEE,Female,Group D,A,98,Pass,Male,22,Group E,Bachelor,EEE,ECE,88,99,8,Yes,Student_168,ECE,1,91,33,47,80,B,Female,Group E,High School,Completed,76.39,43.65,50.77,200.99,18,other,b.com,3rd year,high school,yes,no,online,hot,,
169,ECE,Male,Group C,C,69,Pass,Female,23,Group C,PhD,MECH,CSE,98,60,2,No,Student_169,CSE,6,74,34,48,82,B,Male,Group E,Master's Degree,Completed,73.01,89.71,37.16,200.99,19,male,b.sc,1st year,graduate,yes,yes,online,rainy,,
170,CSE,Male,Group D,C,56,Pass,Female,21,Group C,Associate,ECE,MECH,68,88,1,No,Student_170,ECE,6,89,37,35,72,B,Female,Group D,Some High School,Completed,44.9,78.86,49.5,200.99,17,female,pharmacy,2nd year,high school,yes,yes,online,sunny,,
171,ECE,Female,Group A,B,84,Pass,Female,17,Group E,High School,EEE,CSE,81,75,6,No,Student_171,CSE,3,68,36,37,73,B,Male,Group E,Master's Degree,Completed,63.96,56.29,48,200.99,17,female,ba,3rd year,graduate,yes,no,offline,hot,,
172,CSE,Male,Group B,A,95,Pass,Male,17,Group A,High School,ECE,CSE,88,98,3,Yes,Student_172,CIVIL,5,83,36,46,82,B,Male,Group B,Some College,Completed,95.16,41.11,57.01,200.99,17,other,bca,1st year,no formal,yes,yes,offline,rainy,,
173,CSE,Male,Group D,A,93,Pass,Female,21,Group C,Associate,CIVIL,CIVIL,74,72,3,No,Student_173,CIVIL,6,85,28,48,76,B,Female,Group D,Master's Degree,Completed,36.39,41.91,81.82,200.99,23,female,nursing,3rd year,no formal,yes,no,offline,rainy,,
174,MECH,Male,Group B,C,56,Pass,Female,24,Group B,High School,ECE,EEE,61,93,4,No,Student_174,MECH,3,69,26,49,75,B,Female,Group D,High School,Completed,72.11,58.23,58.47,200.99,22,other,pharmacy,1st year,phd,no,no,offline,sunny,,
175,ECE,Female,Group C,B,80,Pass,Female,21,Group D,Associate,ECE,CIVIL,75,56,6,No,Student_175,CIVIL,7,91,31,51,82,B,Male,Group E,Master's Degree,Completed,90.22,33.9,83.88,200.99,22,other,pharmacy,2nd year,high school,yes,yes,offline,cloudy,,
176,MECH,Male,Group D,D,48,Fail,Male,19,Group C,High School,MECH,MECH,70,97,8,Yes,Student_176,ECE,6,93,26,53,79,B,Female,Group C,High School,Completed,78.19,80.57,74.47,200.99,20,other,b.sc,3rd year,post graduate,yes,no,offline,hot,,
177,CIVIL,Female,Group C,B,82,Pass,Male,17,Group C,Master,ECE,CSE,84,53,1,No,Student_177,CSE,7,83,32,51,83,B,Female,Group C,Bachelor's Degree,Completed,83.44,43.09,58.32,200.99,22,other,ba,4th year,no formal,yes,yes,online,sunny,,
178,CIVIL,Male,Group B,B,78,Pass,Female,21,Group D,Bachelor,CSE,CIVIL,78,50,2,No,Student_178,ECE,3,76,39,50,89,A,Male,Group A,Master's Degree,Completed,60.45,83.49,67.54,200.99,18,male,ba,1st year,no formal,no,no,online,cold,,
179,ECE,Female,Group D,C,63,Pass,Female,17,Group C,PhD,CSE,EEE,75,95,1,Yes,Student_179,CIVIL,2,86,38,54,92,A,Male,Group D,High School,Completed,67.56,45.61,40.19,200.99,24,male,nursing,3rd year,post graduate,no,yes,online,sunny,,
180,CIVIL,Female,Group E,A,95,Pass,Female,23,Group E,High School,ECE,EEE,80,78,2,No,Student_180,ECE,8,90,39,50,89,A,Female,Group E,Some High School,Completed,76.09,39.84,39.3,200.99,21,female,ba,3rd year,high school,yes,yes,offline,hot,,
181,EEE,Male,Group D,B,74,Pass,Female,19,Group A,PhD,CIVIL,EEE,96,90,5,No,Student_181,CIVIL,5,83,30,57,87,A,Female,Group D,Bachelor's Degree,Completed,77.23,50.44,65.81,200.99,24,female,b.com,1st year,high school,yes,yes,offline,rainy,,
182,CIVIL,Male,Group A,D,44,Fail,Male,24,Group B,High School,CSE,ECE,60,67,3,No,Student_182,CIVIL,3,69,37,58,95,A,Female,Group D,Master's Degree,Completed,65.25,57.66,80.23,200.99,18,other,diploma,3rd year,no formal,yes,no,online,cold,,
183,ECE,Female,Group E,C,69,Pass,Male,18,Group A,PhD,MECH,CSE,95,42,4,No,Student_183,CIVIL,3,78,40,36,76,B,Female,Group E,Some High School,Completed,87.88,55.39,35.51,200.99,20,other,bba,1st year,high school,yes,yes,offline,cloudy,,
184,ECE,Female,Group A,B,82,Pass,Female,22,Group A,Associate,ECE,MECH,63,85,2,No,Student_184,CSE,8,89,24,59,83,B,Female,Group B,Some College,Completed,88.21,34.16,54.68,200.99,22,male,diploma,3rd year,high school,yes,yes,offline,cloudy,,
185,MECH,Male,Group D,A,96,Pass,Male,17,Group C,PhD,CSE,CIVIL,93,82,1,No,Student_185,EEE,2,97,35,56,91,A,Female,Group E,Master's Degree,Completed,61.89,88.15,76.79,200.99,20,male,ba,1st year,post graduate,yes,yes,offline,rainy,,
186,CIVIL,Male,Group B,C,63,Pass,Female,24,Group D,High School,CIVIL,MECH,82,70,2,No,Student_186,CSE,7,77,29,37,66,C,Male,Group E,Some High School,Completed,67.81,60.25,69.57,200.99,20,male,bba,1st year,phd,yes,yes,offline,cold,,
187,MECH,Female,Group D,A,89,Pass,Female,20,Group E,Bachelor,MECH,CIVIL,88,61,8,No,Student_187,CSE,8,99,38,52,90,A,Female,Group E,High School,Completed,45.29,45.96,44.38,200.99,18,female,b.tech,1st year,no formal,yes,yes,offline,rainy,,
188,ECE,Female,Group E,D,49,Fail,Male,23,Group B,Master,EEE,MECH,100,69,5,No,Student_188,CIVIL,4,88,36,44,80,B,Male,Group E,Associate's Degree,Completed,77.44,79.55,68.21,200.99,20,female,b.tech,2nd year,no formal,yes,yes,offline,rainy,,
189,MECH,Female,Group E,B,74,Pass,Female,21,Group C,Master,MECH,MECH,83,41,3,No,Student_189,ECE,8,80,29,44,73,B,Male,Group C,Bachelor's Degree,Completed,45.47,36.61,52.62,200.99,18,male,b.tech,1st year,post graduate,yes,yes,offline,cloudy,,
190,MECH,Male,Group B,C,64,Pass,Male,18,Group A,High School,ECE,MECH,98,89,7,No,Student_190,ECE,4,80,22,57,79,B,Male,Group C,High School,Completed,56.39,77.56,48.92,200.99,19,other,b.sc,2nd year,phd,yes,yes,online,rainy,,
191,MECH,Male,Group D,C,61,Pass,Male,21,Group E,Master,CIVIL,CIVIL,62,43,6,No,Student_191,ECE,1,67,29,38,67,C,Male,Group E,Associate's Degree,Completed,93.7,70.3,61.2,200.99,22,male,ba,4th year,high school,no,yes,offline,sunny,,
192,ECE,Male,Group A,B,82,Pass,Female,19,Group D,PhD,ECE,ECE,66,67,6,No,Student_192,CIVIL,2,73,21,36,57,C,Male,Group E,Master's Degree,Completed,67.92,38.26,35.66,200.99,22,female,b.tech,4th year,phd,yes,no,offline,hot,,
193,CIVIL,Female,Group D,B,83,Pass,Female,22,Group B,High School,ECE,CSE,70,65,1,No,Student_193,CIVIL,4,86,23,60,83,B,Female,Group B,Master's Degree,Completed,37.52,47.24,70.19,200.99,21,other,b.sc,4th year,no formal,yes,yes,offline,sunny,,
194,ECE,Male,Group B,C,57,Pass,Male,22,Group C,PhD,EEE,ECE,62,58,2,No,Student_194,EEE,3,72,39,43,82,B,Female,Group A,Master's Degree,Completed,64.65,49.62,53.86,200.99,19,male,nursing,2nd year,post graduate,no,yes,offline,rainy,,
195,MECH,Male,Group E,A,100,Pass,Male,23,Group C,High School,CSE,CIVIL,66,97,8,Yes,Student_195,CIVIL,4,86,27,56,83,B,Male,Group D,Some College,Completed,72,64.87,32.15,200.99,24,other,nursing,1st year,phd,yes,no,offline,cold,,
196,CSE,Female,Group D,D,52,Pass,Female,23,Group A,Master,ECE,CSE,64,59,6,No,Student_196,ECE,3,98,37,51,88,A,Male,Group D,Master's Degree,Completed,50.67,60.89,36.24,200.99,17,other,b.com,2nd year,graduate,yes,no,offline,sunny,,
197,ECE,Female,Group B,B,77,Pass,Male,21,Group A,High School,MECH,MECH,72,74,8,No,Student_197,CSE,5,71,24,43,67,C,Male,Group A,Some College,Completed,84.17,84.78,61.89,200.99,19,other,pharmacy,1st year,graduate,yes,yes,offline,cold,,
